newsid,title,text,label
148,Ministry of Health advises the public on newly discovered novel coronavirus (2019-nCoV),"Standard recommendations to prevent the spread of this infection include:  regular proper hand washing,  covering mouth and nose when coughing and sneezing,  thoroughly cooking meat and eggs and  avoiding close contact with anyone showing symptoms of respiratory illness such as coughing and sneezing.
The international medical community, the World Health Organization (WHO) and the regional Pan American Health Organization (PAHO) are concerned that this new virus can result in a pandemic (a worldwide occurrence of the virus) as occurred with SARS and H1N1 avian influenza. Should the novel coronavirus (2019-nCoV) become more efficient at human-to-human transmission, the threat of a pandemic will increase dramatically. The global nature of travel and trade could increase the likelihood of the risk of rapid transmission around the world in a very short period of time. Based on currently available information, however, WHO does not recommend any restriction of travel or trade. Today, at the conclusion of the first meeting of theInternational Health Regulations Emergency Committee the decision for declaration as a Public Health Emergency of International Concern (PHEIC) was deferred until a second meeting scheduled for tomorrow. At this time, it is expected that additional information from WHO experts on the ground in China would be considered.
Countries are encouraged to continue strengthening their preparedness for health emergencies in line with the International Health Regulations (2005). Meanwhile, the Ministry of Health will continue to utilize the established interim guidelines published by the WHO on how countries can prepare for this virus. This includes how to monitor for sick people; test samples; treat patients; control infection in health centres; maintain the right supplies; and communicate with the public about this novel coronavirus. The Ministry will continue to build on its existing national plans, which were implemented to address viruses, such as, SARS and Influenza H1N1 which occurred in a similar fashion. Our aim as always, is to limit the effect on the population and prevent social disruption as much as possible.",REAL
868,CDC Recommends Nasopharyngeal Swabs AND Oropharyngeal Swabs as Suitable for Upper Respiratory Tract Specimens for Investigations of Novel Coronavirus (2019-nCoV) ,"On January 30 th , 2020, the World Health Organization (WHO) held its second meeting in Geneva of the International Health Regulations Emergency Committee regarding the outbreak of novel coronavirus (2019-nCoV). During the meeting the committee agreed that the outbreak constitutes a Public Health Emergency of International Concern (PHEIC), and that the PHEIC "" should be seen in the spirit of support and appreciation for China , its people, and the actions China has taken on the frontlines of this outbreak, with transparency, and, it is to be hoped, with success i ."" A coordinated global effort is critical in order to improve worldwide preparedness and successful measures to contain this outbreak in other regions of the world.
The Centers for Disease Control and Prevention (CDC) have released an Interim Guidelines for Collecting, Handling, and Testing Clinical Specimens from Patients Under Investigation (PUIs) for 2019 Novel Coronavirus (2019-nCoV) recommending ""[c]ollection of three specimen types, lower respiratory, upper respiratory and serum specimens for testing"" from patients under investigation (PUI) of the novel coronavirus ii .
For upper respiratory specimens, the CDC is recommending nasopharyngeal washes/aspirates, nasal aspirates or to collect both a nasopharyngeal swab AND an oropharyngeal swab made of synthetic fiber with plastic applicators. Once the specimens are collected, it is recommended that the swabs are placed in 2-3 ml of viral transport media iii .
One of COPAN's kits pairs 3mL of UTM® universal viral transport medium and two FLOQSwabs™: one minitip synthetic flocked swab ideal for nasopharyngeal samples and one regular synthetic flocked swab ideal of oropharyngeal samples. COPAN manufactures private label UTM® for Becton Dickinson (as UVT), Diagnostic Hybrids-Quidel, and Hardy Diagnostics (as Healthlink UTM®).
The open structure of COPAN FLOQSwabs™ acts like a soft brush that efficiently dislodges and collects cells and mucus, then releases the sample immediately when immersed in viral transport medium. COPAN flocked swabs are easy to use and less invasive causing minimal discomfort for the patient when compared to nasopharyngeal washes/aspirates or nasal washes. For more information about COPAN 3mL viral transport media or helpful videos on nasopharyngeal swab specimen collection",REAL
281,Finland announces the first confirmed infection with the new Corona virus,"The Finnish authorities announced, on Wednesday, the first confirmed infection of the new Corona virus in the northern Lapland province, noting that it is a Chinese woman who left Wuhan five days ago and is currently being quarantined. Sources from Lapland Central Hospital told local media that the tourist, 32, left Wuhan five days ago, shortly after the province was closed by the Chinese authorities in an attempt to stop the spread of the disease.
",REAL
666,‘Corona beer virus’ searches up after confusion with coronavirus,"More than 7,700 cases of coronavirus have been confirmed across the world – but some people are still getting the deadly disease mixed up with beer.
According to Google Trends, searches for the Mexican beer Corona Extra have stepped up 1,100% in the US since the outbreak first reached the country.
Among the most frequent searches are the phrases ‘beer virus’ and ‘corona beer virus’.
Global searches for ‘coronavirus symptoms’ also increased by 1,050% this week, while ‘what is coronavirus’ and ‘is coronavirus deadly’ also made the top five questions asked.
There is no link between the coronavirus and Corona Extra beer whatsoever. Global search interest for “coronavirus symptoms” has spiked +1,050% this week. 😷 Here are the top searched questions in the past 24 hours.#coronavirus #GoogleTrends pic.twitter.com/bPVsL3hCYW
— GoogleTrends (@GoogleTrends) January 21, 2020
Initially the virus was first believed to have started at the Huanan Seafood Wholesales Market, in Wuhan, China, although authorities are still investigating its cause.
Recently certain delicacies in Asia have come under scrutiny, after scientific research indicated the virus could have been carried by snakes or bats.
Flight bringing Brits back from coronavirus city in China will leave tonight
One study of bats found that the new strain of coronavirus is 96% identical on a DNA level with a type of virus found in the animals.
However, there is no further indication that eating a bat may could cause the virus – and bat soup is not commonplace in Wuhan.
As of Thursday, 170 people have died from the coronavirus, while 7,711 people are currently infected in China.
Cases of the virus have also been reported in Thailand, Japan, France, Germany, Finland, Canada, the US and Australia.
However, no deaths have been reported outside of China.
British people trapped in Wuhan are due to be flown out of the city this week, after agreeing to spend up to two weeks in quarantine once they land in the UK. READ ALSO: Mystery lung virus causes first death in China with seven others fighting for life - The Sun
Will travel insurance cover you for trips to China affected by the coronavirus outbreak?
However, those expecting to board a flight home on Thursday were told Chinese authorities had not yet granted permission for their departure.
Health Secretary Matt Hancock chaired a Cobra emergency committee on Wednesday evening.
A Foreign Office spokeswoman said: ‘We are doing everything we can to get British people in Wuhan safely back to the UK.
‘A number of countries’ flights have been unable to take off as planned. We continue working urgently to organise a flight to the UK as soon as possible.
‘We remain in close contact with the Chinese authorities and conversations are ongoing at all levels.’",REAL
79,Sikkim Prepares Combating Corona Virus,"A meeting was convened today by the State Chief Secretary Shri S.C Gupta to discuss the State’s preparedness with regard to the Corona Virus. The meeting was attended by Director General of Police, Shri A. Shankar Rao, Principal Secretary, Health Department, Shri K. Shreenivasulu, and heads of concerned departments namely RDD, Transport Department, UDHD, Commerce & Industries, Tourism & Civil Aviation, Animal Husbandry, Information & Public Relations, representatives of Travel Agents Association of Sikkim, Sikkim Hotels and Restaurant Association, Drivers’ Association and other stakeholders.
Chief Secretary, Shri S.C. Gupta in his address said that the meeting was convened to seek preventive measures and caution against any suspected case of Corona Virus, and to assess the preparedness for prevention of any outbreak. He urged the heads of departments and all stakeholders to be alert and work in close coordination.
DG cum Principal Director- Health, Dr. P.T Bhutia briefed about the current status of Corona Virus and countries affected by it, and also apprised about the precautionary measures already in place under the supervision of the State Health Department, especially in the border areas of Rangpo and Singtam, and parts of West Sikkim. He also laid down the Do’s and Dont’s for everyone to take into serious consideration for effective prevention. Dr. Bhutia reiterated that there was no need to panic as the Virus has not entered India. He, however, maintained that any symptom of Corona Virus, such as running nose, severe cold and cough should immediately be reported, and facilitated to the nearest health facility.
All the heads of departments along with the DGP informed about their responsibilities in spreading awareness and disseminating information in their respective sectors.",REAL
144,China: Epidemiological Update - Novel coronavirus (2019-nCoV) - 5 February 2020,"On 31 December 2019, Wuhan Municipality in Hubei Province, China reported a cluster of pneumonia cases with unknown etiology. By the 9th of January 2020, the Chinese Center for Disease Control and Prevention identified a novel coronavirus (2019-nCoV) as the causative agent of this outbreak. On 30 January 2020, with more than 9,700 confirmed cases in China and 106 confirmed cases in 19 other countries, the World Health Organization (WHO) Director General declared the outbreak a public health emergency of international concern (PHEIC), accepting the advices of the International Health Regulations (IHR) Emergency Committee.
Between 31 December 2019 and 4 February 2020, a total of 20,630 laboratory-confirmed cases of 2019-nCoV cases have been reported in 24 countries, though majority of the cases continue to be reported from China (99%). A total of 425 deaths have been reported of which only 1 was reported from outside China – in the Philippines. Infections with 2019-nCoV, are being reported from a growing number of international destinations since the last Epidemiological update, most of them associated with travel from Wuhan, China. As of 4 February, 23 countries reported a total 159 confirmed cases of which 24 cases did not have travel history to China: Malaysia (1), Viet Nam (2), Japan (3), Germany (8), United States of America (2), United Kingdom (1), Thailand (1), France (1), Spain (1), and Republic of Korea (4) but are close contacts of confirmed case of 2019-nCoV or Chinese tourists of Wuhan.
Situation in the Region of the Americas
On 21 January 2020, the first case of 2019-nCoV imported into the region of the Americas was identified in the United States of America in the state of Washington. A few days later, on 25 January, Canada reported their first confirmed case of novel coronavirus (2019-nCoV) in Toronto, Ontario Province. Since 21 January to 4 February, there have been reported 15 confirmed cases of novel coronavirus in the Region of the Americas – eleven (11) in the United States of America and four (4) in Canada.
Between 21 January and 2 February 2020, 11 cases in the United States of America were reported from five (5) states – Arizona, California, Illinois, Massachusetts, and Washington. Of the total cases, nine (9) had a history of travel to Wuhan, China. On 30 January 2020, the U.S. Centers for Disease Control and Prevention (CDC) confirmed that the 2019-nCoV has spread person to person in the United States of America, representing the first instance of human to human spread in the Region. A second instance of human to human spread in the United States was reported on 3 February 2020 in a patient from California who was a close household contact of another patient in California.
In Canada, the 4 confirmed cases were reported from two (2) provinces – Ontario (3) and British Colombia (1). Out of the four (4) cases, three had a travel history to China and for one the site of infection is currently under investigation. Canada is the second country within the Region to report confirmed cases (following United States of America). ",REAL
72,Corona Virus Economics with Rob Kirby,"Rob Kirby of Kirby Analytics joins the program… The world is a complicated place. While things often seem to be happening independently of each other, they are actually connections that we aren’t aware of or that are deliberately hidden from us. Tesla was on its way to $1000 but stopped just short. Is the financial system about to collapse or is this the best economy ever? The stock market keeps rallying, as if there won’t be anymore stock issued and you’ve got to get it while it’s still available. Everything going on in our financial system is counter-intuited. Central banks keep pumping in the liquidity. The Fed’s temporary lending programs seem to be on their way to permanency. As long as they’re done under the guise of repo, then they’ll never have to account for it. And it’s happening over the world.",REAL
226,"More US cases of coronavirus, as death toll rises: Live updates on 2019-nCoV","Health International News Science More US cases of coronavirus, as death toll rises: Live updates on 2019-nCoV Construction workers drive excavators at the site of a new 1,000-bed field hospital being built to accommodate the increasing number of coronavirus patients Joseph Kitone 21 hours ago 0 27 7 minutes read Telegram Viber
Here’s a look at what you need to know about the new virus.
A newly identified coronavirus called 2019-nCoV has been spreading in China, and has now reached several other countries. Here’s a look at what you need to know.
Update on Monday, Jan. 27 (ET):
See below for up-to-date information on everything you need to know about the spreading coronavirus. What is a coronavirus?
Coronaviruses are a large family of viruses that can cause respiratory illnesses such as the common cold, according to the Centers for Disease Control and Prevention (CDC). Most people get infected with coronaviruses at one point in their lives, but symptoms are typically mild to moderate. In some cases, the viruses can cause lower-respiratory tract illnesses such as pneumonia and bronchitis.
These viruses are common amongst animals worldwide, but only a handful of them are known to affect humans. Rarely, coronaviruses can evolve and spread from animals to humans. This is what happened with the coronaviruses known as the Middle East respiratory syndrome coronavirus (MERS-CoV) and the severe acute respiratory syndrome coronavirus (SARS-Cov), both of which are known to cause more severe symptoms. How many people have the new virus?
As of Sunday, there are more than 2,700 confirmed cases and at least 80 deaths linked to the 2019-nCoV virus, according to The New York Times. Sunday evening, the CDC announced two more U.S. cases, one in Los Angeles County, California, and another in Maricopa County, Arizona. Early Saturday, the third person in the U.S., this one in Orange County, California, was reported to have tested positive for the new coronavirus; according to the county health department, the person had traveled from Wuhan and was in “good condition,” the Times reported. The second person in the United States (a woman in Chicago) was confirmed to have the virus on Jan. 24, and the first case was confirmed in a man in Washington state on Jan. 21. So far, all of of the infected individuals in the U.S. had also recently returned from Wuhan.
The first “presumptive” case of the novel virus has been reported in Canada in a man in his 50s who had returned from Wuhan to Toronto, the Times also reported. How far has the virus spread?
The first cases of the pneumonia-like virus were reported in Wuhan, China, on Dec. 31, 2019. Since then, the virus has spread to various other countries, including Thailand, Japan, the Republic of Korea, the United States, Australia, France, Taiwan, among others. On Saturday (Jan. 25), a “presumptive” case of the virus was reported in Toronto in a man in his 50s who had visited Wuhan, while Portugal’s health ministry says they are watching a patient in Lisbon for the virus; the person also had recently traveled to Wuhan, the Times said.
The first U.S. case was confirmed on Jan. 21 in a man in Washington state who had recently traveled to Wuhan. On Jan. 24, officials confirmed a second case in a woman from Chicago who had also recently traveled to the Chinese city. Both cases were hospitalized, but doing well, officials said. There are now five confirmed cases in the U.S.
The CDC is also investigating more than 60 people in 22 states for a possible infection with the new virus, officials said Friday (Jan. 24). Eleven of those people had tested negative for the virus. Where did the virus come from?
Since the virus first popped up in Wuhan in people who had visited a local seafood and animal market, officials could only say it likely hopped from an animal to humans. In a new study, however, researchers sequenced the genes of 2019-nCoV (as the virus is now called), and then they compared it with the genetic sequences of more than 200 coronaviruses that infect various animals around the world. Their results, detailed in the Journal of Medical Virology , suggested that 2019-nCoV likely originated in snakes .
As for what kind of snake, the scientists noted there are two snakes that are common to southeastern China where the outbreak originated: the many-banded krait ( Bungarus multicinctus ) and the Chinese cobra ( Naja atra ).
However, some experts have criticized the study, saying it’s unclear if coronaviruses can indeed infect snakes. How did the virus hop from animals to humans?
Some viruses are known to become capable of transmitting to humans, and this coronavirus is one of those. But how? The study published in the Journal of Medical Virology, revealing the likely snake host, also found that a change to one of the viral proteins in 2019-nCoV allows the virus to recognize and bind to receptors on certain host cells. This ability is a critical step to entering cells, and the researchers said that the change in this particular protein may have helped the virus hop to humans. Can the virus spread between people?
Yes, in limited cases, according to the CDC, but the primary mode of transmission seems to be from animal to human. In terms of how one would catch the virus, the CDC says that human coronaviruses are most commonly spread between an infected person and others via:
—the air (from viral particles from a cough or sneeze);
—close personal contact (touching or shaking hands);
—an object or surface with viral particles on it (then touching your mouth, nose or eyes before washing your hands);
—and rarely from fecal contamination.
MERS and SARS have both been known to cause severe symptoms in people. It’s unclear how the new coronavirus will compare in severity, as it has caused severe symptoms and death in some patients while causing only mild illness in others, according to the CDC. All three of the coronaviruses can be transmitted between humans through close contact.
MERS, which was transmitted from touching infected camels or consuming their meat or milk, was first reported in 2012 in Saudi Arabia and has mostly been contained in the Arabian Peninsula, according to NPR. SARS was first reported in 2002 in southern China (no new cases have been reported since 2004) and is thought to have spread from bats that infected civets. The new coronavirus was likely transmitted from touching or eating an infected animal in Wuhan.
During the SARS outbreak, the virus killed about 1 in 10 people who were infected. The death rate from 2019-nCoV isn’t yet known, although most of the patients who have died from the infection have been older than 60 and have had preexisting conditions. However, more recently, a young healthy man died in Wuhan, raising concern that the virus might be more dangerous than thought, according to The Washington Post . What are the symptoms of the new coronavirus and how do you treat it? How would this virus cause a pandemic?
In order for this virus, or any, to lead to a pandemic in humans, it needs to do three things: efficiently infect humans, replicate in humans and then spread easily among humans, Live Science previously reported . Right now, the CDC is saying this virus passes between humans in a limited manner, but they are still investigating. How does the virus compare to SARS and MERS?
Symptoms of the new coronavirus include fever, cough and difficulty breathing. These symptoms are similar to those caused by SARS, according to a recent study published in the journal The Lancet.
Despite sharing some symptoms that were similar to SARS, there “are some important differences,” such as the absence of upper respiratory tract symptoms like runny nose, sneezing and sore throat and intestinal symptoms like diarrhea, which affected 20% to 25% of SARS patients, lead author Bin Cao, from the China-Japan Friendship Hospital and the Capital Medical University, both in Beijing, said in a statement.
There are no specific treatments for coronavirus infections and most people will recover on their own, according to the CDC. So treatment involves rest and medication to relieve symptoms. A humidifier or hot shower can help to relieve a sore throat and cough. If you are mildly sick, you should drink a lot of fluids and rest but if you are worried about your symptoms, you should see a healthcare provider, they wrote. (This is advice for all coronaviruses, not specifically aimed toward the new virus).
There is no vaccine for the new coronavirus but researchers at the U.S. National Institutes of Health confirmed they were in preliminary stages of developing one. In addition, the drug company Regeneron announced that it is in the early stages of developing a treatment for this virus, according to NBC News. What is being done to stop the spread of the coronavirus?
The Chinese government has stopped most of the travel to and from Wuhan as well as 12 other nearby cities, according to The New York Times . This “lockdown” affects about 35 million people, the Times reported. On Sunday, Taiwan’s government announced they would not allow in anyone from the Hubei Province, the Times reported. Also on Sunday, the Hong Kong government announced it would bar from entering the city residents of the Hubei Province or anyone who had visited the province in the past 14 days, the Times said.
Major airports in the U.S. are conducting screenings to make sure incoming passengers aren’t infected. However, U.S. officials said on Friday (Jan. 24) that they are currently reevaluating the effectiveness of this screening. In addition, as of Sunday (Jan. 26), the Chinese government had banned the sale of wildlife in markets, restaurants and online.
“The Chinese government’s announcement today to temporarily ban the sale of wildlife in markets, restaurants and over e-commerce needs to be permanent. We congratulate the government for taking this important first step,” Christian Walzer, chief global veterinarian at for the Wildlife Conservation Society, said in a WCS statement.
“The banning of such sales will help end the possibility of future outbreaks of zoonotic diseases, such as the Wuhan coronavirus. We learned this lesson with the outbreak of another zoonotic disease, SARS, in 2002. The pattern will keep repeating itself until we ban, not only in China, but in other countries, the sale of wildlife, specifically for food and in food markets,” Walzer added.
The CDC also recommends avoiding non-essential travel to Wuhan. On Jan. 23, the U.S. State Department ordered all non-emergency U.S. personnel and family to leave Wuhan, the department said in a statement. What do we expect in the coming days?
Looking at what happened with MERS and SARS, it’s likely that some spread of the virus from close contact between humans will continue to occur, according to CDC. More cases — possibly including some in the U.S. — will likely be identified in the coming days.
In a statement released on Sunday, the CDC said: “It is likely there will be more cases reported in the U.S. in the coming days and weeks, likely including person-to-person spread. In previous outbreaks with MERS and SARS, the two other coronaviruses that have jumped the species barrier to cause severe illness in people, person-to-person spread has been seen, including among healthcare workers caring for patients ill with coronavirus infection.”
If traveling to Wuhan, you should avoid contact with sick people, avoid dead or alive animals, animal markets or products that come from animals such as uncooked meat, according to the CDC. You should often wash hands with soap and water for at least 20 seconds, they wrote. If you are infected by the virus you can take steps to help avoid transmitting it to others such as isolating yourself at home, separating yourself from other people in the house, wearing a face mask, covering your coughs and sneezes and washing your hands, according to the CDC.
People who traveled to Wuhan and became sick with fever, cough or difficulty breathing within the following two weeks should seek medical care right away, and call ahead to inform medical staff about their recent travel.",REAL
810,20 Practical Steps To Take For The Corona Virus Now,"As of right now the Novel Corona Virus (2019-nCOV) from Wuhan, China has not reached a critical situation here in the USA. However, it has become a very serious public health crisis in China and it is spreading quite quickly. So this situation bears some additional scrutiny. Before we get to far lets just get a few things out of the way about this virus. This is a new virus. It has not ever been seen before in humans. This strain of the Corona Virus is a zoonotic virus that is believed to have originated in either bats or snakes. Regardless of all of the fake news about it being previously patented we know for sure that it is in fact brand new. Additionally, there is currently no vaccine although the National Institute of Health is working on a vaccine and hopes to have it ready for human trials in about 3 months. This virus attaches itself to the Ribonucleic acid (RNA) Chain in the human body and this means that is is very capable of mutation. Every time this virus enters a new body and replicates itself it makes small errors in replication which lead to slightly different variations in the virus. These variations can be either good or bad. It may make the virus harder to kill or it may make it die off more easily. The main thing to know is that it is highly capable of mutation. This virus is spread through airborne water particles that are excreted when humans cough and sneeze, through close contact with someone who has the virus and through picking up the virus from surfaces (fomites) that are laden with the virus and then touching your mucus membranes with your infected fingers. It is believed that the virus may be able to live on surfaces for up to 5 days. The virus prefers a cold dry environment and does not live as long in hot and humid areas. It is currently believed that the incubation period before showing symptoms is anywhere from 2 to 14 days. That means that a person can have the virus and be contagious before they are showing symptoms. It is almost certain that they Chinese government is under reporting the numbers of seriously sick and dying so it is very difficult to gauge the actual infection rate, mortality rate and R0 factor. However, based on the response of the Chinese government and the fact that they have quarantined more than 60,000,000 people in 11 major cities; which has brought much of the Chinese economy to a stand still, it is safe to say that the Chinese government is very concerned about this disease. In the United States, there are on average about 30,000 deaths from influenza per year. The population of the USA is about 300 million,which means that 0.01% of our population dies each year from influenza. China has a population of about 1.3 billion. Multiply that by 0.01% and we can extrapolate that China has about 130,000 people every year die from influenza. Does China quarantine millions of people every year due to the flu? No, so it is safe to say that they are very certain that this virus is going to kill many more people than the typical flu. There are many reasons why this virus may not propagate with the same efficiency here in the USA. First, we don’t typically live with multiple generations of family in tight living quarters. Our access to good sanitation facilities and supplies is much better here. Also our social spacing is much further here in the US than in China. So it is not at all a certainty that this virus will get bad here in the USA, but it is possible that we could have at least some significant impacts from it.
So with that in mind here are some easy things you can start doing right now to reduce your chances of exposure to the virus should it start to get worse here in the USA. Pay attention and follow updates from credible sources. Not a time for panic. But we should be staying on top of developments. Both of the following links are good reliable places to learn more about this virus and get updates on the situation. https://www.cdc.gov/coronavirus/index and https://www.who.int/emergencies/diseases/novel-coronavirus-2019 Cancel all international travel plans if possible. This virus has already spread to multiple countries and will only continue to get worse. As of today 30 Jan 2020, the US Government has issued a Level 4 Travel ban to China. Meaning that the State Department does not believe it is safe to go there. Commercial travel companies and airlines will likely start suspending all travel to and from China for the time being. Contact your state and federal representatives and ask them to push for closing all international flights into and out of the USA. Consider not going to any public gatherings with large numbers of people. Going out to eat, movies, sporting events, concerts, etc. Instead of going to the grocery store and walking through the store order your food online and pick it up. Instead of going to the gym, workout at home using body weight exercises, going for a jog or walk. Take your lunch to work instead of going out to eat. Or if you go out to eat go through the drive through instead of going inside to eat. Or call ahead and do curbside pick up if offered. At work talk to your boss about the possibility of an alternate work schedule or working from home, telecommuting, etc. Small children in day cares that are not yet in elementary school, consider keeping them at home or hiring a baby sitter to watch them at your home for a couple of weeks. Start family members and especially Elementary school age children and the elderly on immune boosting supplements, Zinc Lozenges, Elderberry Lozenges, Vitamins A, B, C, and E. Antioxidants, etc. Drink plenty of water and stay very hydrated and get plenty of sleep, at least 8 hours. Wash hands and face multiple times a day. Change your clothing as soon as you get home and shower twice a day once in the morning and once when you get home from work. Wash clothing in hot water as soon as possible. This goes for children too! Limit touching face with hands as much as possible. Use bleach or Lysol sanitation wipes or white vinegar to clean high traffic surfaces throughout your home often. Install a ultra fine air filter in your homes Central AC/Heater unit. This will just help to clean the air and will capture more dust and debris that could cause airway irritation. If you have to go into public places do what you can to increase your personal space (social distance) distance from 3 feet to a minimum of 6 feet but preferably 12 feet. Utilize hand sanitizer after touching items that have been in high traffic areas. The virus is believed to be able to live on surfaces for up to 5 days. If you start to feel sick, make sure you stay home from work and isolate your self from the public and your family as much as you can. There is no cure for this virus, but if the symptoms get serious and you have a fever, severe coughing and shortness of breath go to your medical provider. While I don’t think it is time to start wearing masks and goggles whenever you are in public it does seem prudent to go ahead and try to make sure you have some on hand just in case the situation gets worse. Home Depot and Lowes still had some when I checked our local store today. Amazon and Wal-mart.com were pretty much sold out. The ones at hardware stores are not medical grade, but they are N95 and are better than nothing for sure. If you decide to start wearing a mask in public don’t forget to wear goggles as well, because this virus can easily be caught through the mucus membranes in your eyes. As you guys know I am not an alarmist and I do not go around screaming that the sky is falling. But there are multiple factors about this pandemic that warrant your full attention. Will it get bad here in the USA? I am personally about 80/20. I think there is an 80% chance that it will not be any worse than a typical flu season. But I am also about 20% sure that it at least has the potential to be pretty bad. Perhaps something on par with the Spanish Flu (Swine Flu) of 1918 or worse. Lets just hope and pray that is not the case. I will be monitoring the situation and if things start to get bad I will follow up this post with some additional ideas on what to do in the worst case scenario as well. Anyhow I hope this has been informative and that it has provided you with some food for thought on what you can do in your life to be a little more vigilant about this outbreak. Below is a live chat video I did on the Corona Virus a few days ago (The situation has changed quite a bit since then, but some information is still relevant). ",REAL
188,Report: Corona outbreak threatens Apple's iPhone shipments,"Reuters reported today, Wednesday, that Foxconn may witness a ""significant"" impact on production and the disruption in Apple's customer shipments if a Chinese factory stops due to a second week of corona virus outbreak.
The agency quoted an informed source that the Taiwanese company Foxconn - which makes smart phones for Apple and other brands - has suspended ""almost all production operations in China"" after the companies were asked to close until February 10, at least, and the source added This extended hiatus may disrupt shipments to customers, including Apple.
The source told Reuters on Monday that Foxconn has so far witnessed a ""somewhat slight impact"" of the outbreak, as it uses its factories located in countries such as Vietnam, India and Mexico to bridge the gap, adding that the company will be able to compensate for the delay if the factories were working overtime After the ban.
Companies in Suzhou, in eastern China, were asked to remain closed until at least February 8, and in Shanghai until February 9. The factories in the southern Dongguan Industrial Center in Guangdong Province, destined for export, will remain closed until February 10.
The outbreak of the Coruna virus - declared a global health emergency by the World Health Organization - threatens to disrupt Chinese industrial space. The source said: The hiatus after February 10 might disrupt Foxconn shipments, highlighting concerns about production centers in southern Guangdong Province and Jingju City, Henan Province, where major iPhone factories are located.
Foxconn asked employees and customers in the Chinese province of Hubei - which is the epicenter of the disease - not to return to factories, and asked workers to report their health status to managers daily, according to an internal memo seen by Reuters. The company also said: that employees who follow the rules will get paid as usual, and that those who violate them will be punished ""severely."" The company launched a hotline to encourage employees to report violators of the rules, by giving them 200 yuan ($ 29).
",REAL
140,CCP CANCELS PASINAYA 2020 AMID CORONA VIRUS OUTBREAK,"The Cultural Center of the Philippines (CCP) cancels the biggest multi-arts festival in the country, the Pasinaya Festival, an open house festivities held annually for one day at the Center. During the festival, every possible venue at the CCP is used – theaters, lobbies, hallways, promenade areas, the alley beside the Production Design Center and are “zoned” according to the genres of music, theater, dance, film, literature, visual arts, children and family, variety and the artists market. The event also features crash workshops, film screenings, visual arts exhibitions and activities for children. (PHOT courtesy of CCP)
QUEZON CITY, Feb. 4 (PIA)–The Cultural Center of the Philippines announces that is is cancelling the Pasinaya 2020, which was initially slated on February 7 to 9, 2020.
The CCP said this is to ensure public health and safety in the wake of the current outbreak of the 2019 novel coronavirus. The health officials have advised people to avoid crowds.
For the past 15 years, the CCP Open House Festival has been drawing thousands of spectators who can see-all-they-want for a suggested minimum donation of P50. Last year, more than people participated in the country’s biggest multi-arts festival.
“As the World Health Organization declared the coronavirus as a public health emergency of international concern, we urge the Filipino people not to panic and remain calm. Let us work together to prevent the virus from spreading. Let us remain vigilant and keep safe,” said CCP artistic director Chris Millado. (CCP)",REAL
